AUS,A01,70292
AUS,A02,2585
AUS,A03,3175
AUS,B,171985
AUS,C10-C12,83504
AUS,C13-C15,5064
AUS,C16,9000
AUS,C17,7925
AUS,C18,7784
AUS,C19,24455
AUS,C20,16161
AUS,C21,9785
AUS,C22,10785
AUS,C23,15538
AUS,C24,43585
AUS,C25,26102
AUS,C26,6033
AUS,C27,6014
AUS,C28,13822
AUS,C29,14087
AUS,C30,10714
AUS,C31_C32,5695
AUS,C33,0
AUS,D35,58882
AUS,E36,16475
AUS,E37-E39,4247
AUS,F,388429
AUS,G45,16038
AUS,G46,122997
AUS,G47,106061
AUS,H49,63815
AUS,H50,8194
AUS,H51,22758
AUS,H52,50759
AUS,H53,11041
AUS,I,77107
AUS,J58,10602
AUS,J59_J60,16208
AUS,J61,48157
AUS,J62_J63,49017
AUS,K64,113051
AUS,K65,46260
AUS,K66,41675
AUS,L68,235479
AUS,M69_M70,140123
AUS,M71,0
AUS,M72,0
AUS,M73,0
AUS,M74_M75,0
AUS,N,95209
AUS,O84,126613
AUS,P85,92707
AUS,Q,130374
AUS,R_S,56475
AUS,T,10895
AUS,U,0
AUT,A01,9382
AUT,A02,3294
AUT,A03,90
AUT,B,3413
AUT,C10-C12,27457
AUT,C13-C15,4262
AUT,C16,10278
AUT,C17,8179
AUT,C18,3400
AUT,C19,7412
AUT,C20,18165
AUT,C21,5938
AUT,C22,8026
AUT,C23,8726
AUT,C24,20039
AUT,C25,18992
AUT,C26,7902
AUT,C27,13492
AUT,C28,28271
AUT,C29,19785
AUT,C30,3582
AUT,C31_C32,8543
AUT,C33,7943
AUT,D35,27118
AUT,E36,1236
AUT,E37-E39,8849
AUT,F,62955
AUT,G45,11460
AUT,G46,41318
AUT,G47,29465
AUT,H49,21605
AUT,H50,136
AUT,H51,4949
AUT,H52,13677
AUT,H53,3444
AUT,I,32170
AUT,J58,3651
AUT,J59_J60,3643
AUT,J61,7873
AUT,J62_J63,13813
AUT,K64,22385
AUT,K65,9192
AUT,K66,4371
AUT,L68,57931
AUT,M69_M70,20552
AUT,M71,10471
AUT,M72,2738
AUT,M73,6087
AUT,M74_M75,1998
AUT,N,26305
AUT,O84,30760
AUT,P85,25928
AUT,Q,39737
AUT,R_S,17010
AUT,T,230
AUT,U,0
BEL,A01,11568
BEL,A02,524
BEL,A03,122
BEL,B,803
BEL,C10-C12,51913
BEL,C13-C15,6600
BEL,C16,4023
BEL,C17,5908
BEL,C18,4212
BEL,C19,47952
BEL,C20,43897
BEL,C21,19415
BEL,C22,7160
BEL,C23,9617
BEL,C24,24998
BEL,C25,15307
BEL,C26,4232
BEL,C27,4946
BEL,C28,12512
BEL,C29,22193
BEL,C30,2701
BEL,C31_C32,4763
BEL,C33,5246
BEL,D35,18774
BEL,E36,3255
BEL,E37-E39,11598
BEL,F,90432
BEL,G45,14761
BEL,G46,66069
BEL,G47,36232
BEL,H49,23076
BEL,H50,2565
BEL,H51,4120
BEL,H52,32721
BEL,H53,5023
BEL,I,21186
BEL,J58,3822
BEL,J59_J60,5227
BEL,J61,15803
BEL,J62_J63,18809
BEL,K64,33259
BEL,K65,12930
BEL,K66,11100
BEL,L68,60327
BEL,M69_M70,64274
BEL,M71,13080
BEL,M72,3963
BEL,M73,7767
BEL,M74_M75,3231
BEL,N,40068
BEL,O84,51889
BEL,P85,39497
BEL,Q,61561
BEL,R_S,23200
BEL,T,524
BEL,U,0
BGR,A01,5747
BGR,A02,505
BGR,A03,62
BGR,B,2039
BGR,C10-C12,6494
BGR,C13-C15,2671
BGR,C16,605
BGR,C17,665
BGR,C18,469
BGR,C19,4597
BGR,C20,1695
BGR,C21,645
BGR,C22,1617
BGR,C23,1646
BGR,C24,5034
BGR,C25,2073
BGR,C26,516
BGR,C27,1586
BGR,C28,1754
BGR,C29,1066
BGR,C30,371
BGR,C31_C32,998
BGR,C33,613
BGR,D35,4982
BGR,E36,423
BGR,E37-E39,622
BGR,F,10351
BGR,G45,1150
BGR,G46,7640
BGR,G47,4216
BGR,H49,5816
BGR,H50,404
BGR,H51,845
BGR,H52,2374
BGR,H53,407
BGR,I,2384
BGR,J58,255
BGR,J59_J60,505
BGR,J61,2178
BGR,J62_J63,2084
BGR,K64,3861
BGR,K65,1017
BGR,K66,314
BGR,L68,6719
BGR,M69_M70,1196
BGR,M71,856
BGR,M72,535
BGR,M73,830
BGR,M74_M75,589
BGR,N,2604
BGR,O84,4675
BGR,P85,2900
BGR,Q,3204
BGR,R_S,3472
BGR,T,0
BGR,U,0
BRA,A01,171385
BRA,A02,8752
BRA,A03,4334
BRA,B,125066
BRA,C10-C12,244119
BRA,C13-C15,62935
BRA,C16,11150
BRA,C17,28797
BRA,C18,9218
BRA,C19,138170
BRA,C20,110461
BRA,C21,21951
BRA,C22,42026
BRA,C23,37578
BRA,C24,66693
BRA,C25,40207
BRA,C26,38191
BRA,C27,30817
BRA,C28,56867
BRA,C29,122795
BRA,C30,18524
BRA,C31_C32,52867
BRA,C33,0
BRA,D35,76311
BRA,E36,23936
BRA,E37-E39,0
BRA,F,296312
BRA,G45,61139
BRA,G46,144978
BRA,G47,214815
BRA,H49,130583
BRA,H50,7210
BRA,H51,15949
BRA,H52,45202
BRA,H53,0
BRA,I,96114
BRA,J58,9684
BRA,J59_J60,17266
BRA,J61,72330
BRA,J62_J63,45678
BRA,K64,225967
BRA,K65,0
BRA,K66,0
BRA,L68,213426
BRA,M69_M70,74851
BRA,M71,32346
BRA,M72,37518
BRA,M73,0
BRA,M74_M75,0
BRA,N,121578
BRA,O84,295822
BRA,P85,158210
BRA,Q,142583
BRA,R_S,75755
BRA,T,25037
BRA,U,0
CAN,A01,57654
CAN,A02,12432
CAN,A03,6163
CAN,B,201500
CAN,C10-C12,90743
CAN,C13-C15,5965
CAN,C16,21026
CAN,C17,24825
CAN,C18,14605
CAN,C19,81272
CAN,C20,26593
CAN,C21,13750
CAN,C22,24047
CAN,C23,15501
CAN,C24,63215
CAN,C25,31189
CAN,C26,19726
CAN,C27,10111
CAN,C28,33336
CAN,C29,67597
CAN,C30,23386
CAN,C31_C32,48547
CAN,C33,0
CAN,D35,49493
CAN,E36,0
CAN,E37-E39,7312
CAN,F,290796
CAN,G45,99460
CAN,G46,134955
CAN,G47,101329
CAN,H49,109792
CAN,H50,4756
CAN,H51,19242
CAN,H52,25760
CAN,H53,13237
CAN,I,70600
CAN,J58,4826
CAN,J59_J60,16125
CAN,J61,53644
CAN,J62_J63,48136
CAN,K64,131801
CAN,K65,51871
CAN,K66,0
CAN,L68,251705
CAN,M69_M70,37839
CAN,M71,36390
CAN,M72,20831
CAN,M73,40750
CAN,M74_M75,26843
CAN,N,103295
CAN,O84,278495
CAN,P85,113896
CAN,Q,151056
CAN,R_S,64757
CAN,T,0
CAN,U,0
CHE,A01,11791
CHE,A02,783
CHE,A03,43
CHE,B,2012
CHE,C10-C12,41513
CHE,C13-C15,3776
CHE,C16,9038
CHE,C17,3538
CHE,C18,3989
CHE,C19,4523
CHE,C20,17019
CHE,C21,83989
CHE,C22,8688
CHE,C23,7883
CHE,C24,5679
CHE,C25,20685
CHE,C26,70748
CHE,C27,22410
CHE,C28,32911
CHE,C29,2152
CHE,C30,5708
CHE,C31_C32,12008
CHE,C33,4951
CHE,D35,45692
CHE,E36,5989
CHE,E37-E39,0
CHE,F,84139
CHE,G45,14030
CHE,G46,133903
CHE,G47,43393
CHE,H49,43978
CHE,H50,1101
CHE,H51,14016
CHE,H52,18112
CHE,H53,6233
CHE,I,25195
CHE,J58,9971
CHE,J59_J60,0
CHE,J61,18548
CHE,J62_J63,30136
CHE,K64,66699
CHE,K65,45618
CHE,K66,0
CHE,L68,69414
CHE,M69_M70,66586
CHE,M71,0
CHE,M72,20289
CHE,M73,0
CHE,M74_M75,9501
CHE,N,32948
CHE,O84,67749
CHE,P85,44808
CHE,Q,76089
CHE,R_S,26439
CHE,T,2253
CHE,U,0
CHN,A01,1396917
CHN,A02,108802
CHN,A03,165148
CHN,B,1227629
CHN,C10-C12,1807706
CHN,C13-C15,1274722
CHN,C16,400678
CHN,C17,227625
CHN,C18,119291
CHN,C19,859434
CHN,C20,1361317
CHN,C21,303940
CHN,C22,531907
CHN,C23,892413
CHN,C24,1811694
CHN,C25,640454
CHN,C26,1583061
CHN,C27,1056006
CHN,C28,1186406
CHN,C29,1244647
CHN,C30,389067
CHN,C31_C32,179039
CHN,C33,0
CHN,D35,1021702
CHN,E36,34892
CHN,E37-E39,41246
CHN,F,3033938
CHN,G45,0
CHN,G46,1383666
CHN,G47,286247
CHN,H49,592803
CHN,H50,143078
CHN,H51,84735
CHN,H52,169815
CHN,H53,31096
CHN,I,532327
CHN,J58,0
CHN,J59_J60,0
CHN,J61,331005
CHN,J62_J63,162287
CHN,K64,775809
CHN,K65,129070
CHN,K66,0
CHN,L68,700059
CHN,M69_M70,607514
CHN,M71,0
CHN,M72,85202
CHN,M73,0
CHN,M74_M75,299441
CHN,N,95495
CHN,O84,763395
CHN,P85,606396
CHN,Q,545819
CHN,R_S,520164
CHN,T,0
CHN,U,0
CYP,A01,990
CYP,A02,20
CYP,A03,24
CYP,B,94
CYP,C10-C12,1620
CYP,C13-C15,36
CYP,C16,117
CYP,C17,62
CYP,C18,88
CYP,C19,3
CYP,C20,77
CYP,C21,254
CYP,C22,94
CYP,C23,330
CYP,C24,88
CYP,C25,272
CYP,C26,1
CYP,C27,39
CYP,C28,57
CYP,C29,8
CYP,C30,2
CYP,C31_C32,94
CYP,C33,74
CYP,D35,1072
CYP,E36,182
CYP,E37-E39,207
CYP,F,1971
CYP,G45,421
CYP,G46,1614
CYP,G47,2665
CYP,H49,316
CYP,H50,2612
CYP,H51,247
CYP,H52,2158
CYP,H53,89
CYP,I,2568
CYP,J58,704
CYP,J59_J60,138
CYP,J61,813
CYP,J62_J63,354
CYP,K64,2118
CYP,K65,382
CYP,K66,2184
CYP,L68,2984
CYP,M69_M70,1587
CYP,M71,137
CYP,M72,10
CYP,M73,217
CYP,M74_M75,88
CYP,N,423
CYP,O84,2664
CYP,P85,1566
CYP,Q,1262
CYP,R_S,1032
CYP,T,216
CYP,U,0
CZE,A01,9606
CZE,A02,2869
CZE,A03,83
CZE,B,3696
CZE,C10-C12,16877
CZE,C13-C15,3483
CZE,C16,4162
CZE,C17,3323
CZE,C18,1825
CZE,C19,6564
CZE,C20,8303
CZE,C21,1950
CZE,C22,12596
CZE,C23,6306
CZE,C24,9498
CZE,C25,15883
CZE,C26,14588
CZE,C27,12657
CZE,C28,15496
CZE,C29,47421
CZE,C30,2942
CZE,C31_C32,4776
CZE,C33,4952
CZE,D35,19544
CZE,E36,1936
CZE,E37-E39,3864
CZE,F,35031
CZE,G45,5214
CZE,G46,23477
CZE,G47,13900
CZE,H49,14517
CZE,H50,40
CZE,H51,1297
CZE,H52,10933
CZE,H53,1493
CZE,I,7662
CZE,J58,1927
CZE,J59_J60,2273
CZE,J61,5149
CZE,J62_J63,7887
CZE,K64,9953
CZE,K65,3735
CZE,K66,1931
CZE,L68,29881
CZE,M69_M70,6540
CZE,M71,6992
CZE,M72,1850
CZE,M73,3773
CZE,M74_M75,3833
CZE,N,9187
CZE,O84,17214
CZE,P85,10291
CZE,Q,13196
CZE,R_S,8254
CZE,T,145
CZE,U,0
DEU,A01,63160
DEU,A02,6427
DEU,A03,489
DEU,B,14620
DEU,C10-C12,245855
DEU,C13-C15,29859
DEU,C16,32020
DEU,C17,50961
DEU,C18,27265
DEU,C19,105297
DEU,C20,183574
DEU,C21,60984
DEU,C22,100454
DEU,C23,59766
DEU,C24,133829
DEU,C25,167643
DEU,C26,97180
DEU,C27,137344
DEU,C28,316097
DEU,C29,445471
DEU,C30,53424
DEU,C31_C32,66983
DEU,C33,51737
DEU,D35,171090
DEU,E36,12098
DEU,E37-E39,63911
DEU,F,366637
DEU,G45,79187
DEU,G46,273060
DEU,G47,213588
DEU,H49,129958
DEU,H50,34737
DEU,H51,34283
DEU,H52,162199
DEU,H53,39299
DEU,I,111437
DEU,J58,43292
DEU,J59_J60,42465
DEU,J61,83785
DEU,J62_J63,148601
DEU,K64,193742
DEU,K65,99242
DEU,K66,43877
DEU,L68,507151
DEU,M69_M70,176062
DEU,M71,85070
DEU,M72,41462
DEU,M73,31713
DEU,M74_M75,30695
DEU,N,278418
DEU,O84,326447
DEU,P85,205737
DEU,Q,381919
DEU,R_S,195189
DEU,T,9956
DEU,U,0
DNK,A01,13353
DNK,A02,1022
DNK,A03,779
DNK,B,8833
DNK,C10-C12,26373
DNK,C13-C15,1921
DNK,C16,2051
DNK,C17,1711
DNK,C18,1513
DNK,C19,6588
DNK,C20,7021
DNK,C21,14380
DNK,C22,3998
DNK,C23,3599
DNK,C24,1716
DNK,C25,7557
DNK,C26,5866
DNK,C27,2911
DNK,C28,21426
DNK,C29,1117
DNK,C30,476
DNK,C31_C32,5366
DNK,C33,3603
DNK,D35,9319
DNK,E36,914
DNK,E37-E39,6259
DNK,F,37608
DNK,G45,7570
DNK,G46,44273
DNK,G47,16449
DNK,H49,13972
DNK,H50,34917
DNK,H51,4127
DNK,H52,8665
DNK,H53,2839
DNK,I,10936
DNK,J58,4456
DNK,J59_J60,4211
DNK,J61,8051
DNK,J62_J63,12404
DNK,K64,22158
DNK,K65,5233
DNK,K66,3526
DNK,L68,46200
DNK,M69_M70,10156
DNK,M71,10474
DNK,M72,3990
DNK,M73,3201
DNK,M74_M75,3182
DNK,N,20072
DNK,O84,25923
DNK,P85,26759
DNK,Q,47180
DNK,R_S,15528
DNK,T,853
DNK,U,0
ESP,A01,55296
ESP,A02,1280
ESP,A03,3627
ESP,B,8061
ESP,C10-C12,177755
ESP,C13-C15,26560
ESP,C16,7647
ESP,C17,16253
ESP,C18,10661
ESP,C19,60447
ESP,C20,64912
ESP,C21,18983
ESP,C22,23310
ESP,C23,20533
ESP,C24,53178
ESP,C25,36436
ESP,C26,9142
ESP,C27,20605
ESP,C28,31336
ESP,C29,65246
ESP,C30,20814
ESP,C31_C32,15894
ESP,C33,13641
ESP,D35,120541
ESP,E36,12407
ESP,E37-E39,21370
ESP,F,163380
ESP,G45,36087
ESP,G46,126423
ESP,G47,100855
ESP,H49,64974
ESP,H50,4229
ESP,H51,13397
ESP,H52,54288
ESP,H53,6060
ESP,I,148043
ESP,J58,9888
ESP,J59_J60,15309
ESP,J61,45123
ESP,J62_J63,36915
ESP,K64,54236
ESP,K65,24730
ESP,K66,10619
ESP,L68,171763
ESP,M69_M70,37622
ESP,M71,29344
ESP,M72,8445
ESP,M73,11943
ESP,M74_M75,7511
ESP,N,67196
ESP,O84,111743
ESP,P85,86601
ESP,Q,123642
ESP,R_S,69494
ESP,T,12109
ESP,U,0
EST,A01,1223
EST,A02,681
EST,A03,109
EST,B,638
EST,C10-C12,2287
EST,C13-C15,607
EST,C16,2310
EST,C17,276
EST,C18,300
EST,C19,382
EST,C20,666
EST,C21,55
EST,C22,464
EST,C23,553
EST,C24,93
EST,C25,1402
EST,C26,2410
EST,C27,785
EST,C28,457
EST,C29,414
EST,C30,90
EST,C31_C32,820
EST,C33,495
EST,D35,1950
EST,E36,153
EST,E37-E39,394
EST,F,4119
EST,G45,783
EST,G46,2658
EST,G47,2034
EST,H49,2479
EST,H50,657
EST,H51,175
EST,H52,3065
EST,H53,146
EST,I,1118
EST,J58,181
EST,J59_J60,233
EST,J61,736
EST,J62_J63,1112
EST,K64,994
EST,K65,243
EST,K66,215
EST,L68,3218
EST,M69_M70,834
EST,M71,421
EST,M72,361
EST,M73,475
EST,M74_M75,183
EST,N,1684
EST,O84,2355
EST,P85,1470
EST,Q,1303
EST,R_S,1215
EST,T,0
EST,U,0
FIN,A01,6459
FIN,A02,6251
FIN,A03,242
FIN,B,2447
FIN,C10-C12,14886
FIN,C13-C15,1573
FIN,C16,7651
FIN,C17,17341
FIN,C18,1711
FIN,C19,12787
FIN,C20,9871
FIN,C21,2446
FIN,C22,3910
FIN,C23,3992
FIN,C24,12019
FIN,C25,8781
FIN,C26,14471
FIN,C27,5795
FIN,C28,19100
FIN,C29,1965
FIN,C30,2142
FIN,C31_C32,2127
FIN,C33,3649
FIN,D35,11414
FIN,E36,921
FIN,E37-E39,3683
FIN,F,38103
FIN,G45,6775
FIN,G46,19785
FIN,G47,15565
FIN,H49,12759
FIN,H50,3380
FIN,H51,3707
FIN,H52,8959
FIN,H53,2076
FIN,I,9618
FIN,J58,4217
FIN,J59_J60,2359
FIN,J61,5481
FIN,J62_J63,13274
FIN,K64,7905
FIN,K65,3716
FIN,K66,2879
FIN,L68,42883
FIN,M69_M70,7313
FIN,M71,7367
FIN,M72,2874
FIN,M73,1647
FIN,M74_M75,1917
FIN,N,13668
FIN,O84,26822
FIN,P85,18649
FIN,Q,37812
FIN,R_S,14243
FIN,T,272
FIN,U,0
FRA,A01,105251
FRA,A02,6706
FRA,A03,3047
FRA,B,7223
FRA,C10-C12,206129
FRA,C13-C15,21632
FRA,C16,13723
FRA,C17,21700
FRA,C18,12674
FRA,C19,64265
FRA,C20,89513
FRA,C21,32969
FRA,C22,40402
FRA,C23,31782
FRA,C24,43107
FRA,C25,65066
FRA,C26,30011
FRA,C27,26941
FRA,C28,49685
FRA,C29,70330
FRA,C30,78039
FRA,C31_C32,21670
FRA,C33,68252
FRA,D35,142726
FRA,E36,12827
FRA,E37-E39,37329
FRA,F,365609
FRA,G45,60541
FRA,G46,274146
FRA,G47,181366
FRA,H49,108624
FRA,H50,19061
FRA,H51,25984
FRA,H52,77357
FRA,H53,16389
FRA,I,127484
FRA,J58,32834
FRA,J59_J60,34861
FRA,J61,77980
FRA,J62_J63,96866
FRA,K64,154243
FRA,K65,77328
FRA,K66,49841
FRA,L68,403060
FRA,M69_M70,202264
FRA,M71,81558
FRA,M72,79822
FRA,M73,24853
FRA,M74_M75,16844
FRA,N,237269
FRA,O84,286483
FRA,P85,168573
FRA,Q,310113
FRA,R_S,121162
FRA,T,4619
FRA,U,0
GBR,A01,43073
GBR,A02,1908
GBR,A03,2729
GBR,B,70721
GBR,C10-C12,150147
GBR,C13-C15,19882
GBR,C16,11957
GBR,C17,20253
GBR,C18,18101
GBR,C19,45277
GBR,C20,58340
GBR,C21,36836
GBR,C22,38673
GBR,C23,27808
GBR,C24,32056
GBR,C25,57685
GBR,C26,39678
GBR,C27,22135
GBR,C28,55871
GBR,C29,83198
GBR,C30,50259
GBR,C31_C32,30279
GBR,C33,23397
GBR,D35,170024
GBR,E36,12228
GBR,E37-E39,44536
GBR,F,414915
GBR,G45,91187
GBR,G46,184013
GBR,G47,250818
GBR,H49,103835
GBR,H50,29373
GBR,H51,33382
GBR,H52,72758
GBR,H53,37728
GBR,I,154343
GBR,J58,32986
GBR,J59_J60,46309
GBR,J61,86720
GBR,J62_J63,122301
GBR,K64,226090
GBR,K65,169432
GBR,K66,58107
GBR,L68,413848
GBR,M69_M70,149013
GBR,M71,88468
GBR,M72,26543
GBR,M73,31241
GBR,M74_M75,37955
GBR,N,231864
GBR,O84,253405
GBR,P85,219640
GBR,Q,371624
GBR,R_S,167468
GBR,T,11049
GBR,U,0
GRC,A01,14746
GRC,A02,109
GRC,A03,1320
GRC,B,1607
GRC,C10-C12,20938
GRC,C13-C15,2134
GRC,C16,508
GRC,C17,1527
GRC,C18,879
GRC,C19,23079
GRC,C20,2541
GRC,C21,1715
GRC,C22,2262
GRC,C23,2319
GRC,C24,5844
GRC,C25,3727
GRC,C26,759
GRC,C27,1361
GRC,C28,1286
GRC,C29,248
GRC,C30,299
GRC,C31_C32,1437
GRC,C33,1990
GRC,D35,7974
GRC,E36,1379
GRC,E37-E39,2971
GRC,F,14889
GRC,G45,5331
GRC,G46,22589
GRC,G47,13616
GRC,H49,7738
GRC,H50,17055
GRC,H51,3475
GRC,H52,4542
GRC,H53,1114
GRC,I,26194
GRC,J58,1903
GRC,J59_J60,1110
GRC,J61,7697
GRC,J62_J63,1673
GRC,K64,10020
GRC,K65,2534
GRC,K66,1434
GRC,L68,39381
GRC,M69_M70,6783
GRC,M71,1744
GRC,M72,1186
GRC,M73,1410
GRC,M74_M75,1305
GRC,N,7189
GRC,O84,26402
GRC,P85,13876
GRC,Q,13481
GRC,R_S,13900
GRC,T,712
GRC,U,0
HRV,A01,3516
HRV,A02,426
HRV,A03,305
HRV,B,4393
HRV,C10-C12,6445
HRV,C13-C15,1147
HRV,C16,829
HRV,C17,484
HRV,C18,629
HRV,C19,44
HRV,C20,1051
HRV,C21,924
HRV,C22,856
HRV,C23,1193
HRV,C24,494
HRV,C25,1882
HRV,C26,510
HRV,C27,982
HRV,C28,887
HRV,C29,178
HRV,C30,529
HRV,C31_C32,683
HRV,C33,595
HRV,D35,4541
HRV,E36,444
HRV,E37-E39,729
HRV,F,6877
HRV,G45,971
HRV,G46,5108
HRV,G47,4453
HRV,H49,2286
HRV,H50,501
HRV,H51,258
HRV,H52,1370
HRV,H53,377
HRV,I,4381
HRV,J58,456
HRV,J59_J60,529
HRV,J61,2078
HRV,J62_J63,991
HRV,K64,3359
HRV,K65,950
HRV,K66,521
HRV,L68,5611
HRV,M69_M70,2076
HRV,M71,1727
HRV,M72,356
HRV,M73,732
HRV,M74_M75,256
HRV,N,2056
HRV,O84,5339
HRV,P85,2772
HRV,Q,3585
HRV,R_S,2659
HRV,T,87
HRV,U,0
HUN,A01,12108
HUN,A02,597
HUN,A03,54
HUN,B,590
HUN,C10-C12,13425
HUN,C13-C15,1731
HUN,C16,1075
HUN,C17,1842
HUN,C18,961
HUN,C19,8109
HUN,C20,6800
HUN,C21,3883
HUN,C22,5868
HUN,C23,2568
HUN,C24,3368
HUN,C25,5224
HUN,C26,12629
HUN,C27,4769
HUN,C28,9748
HUN,C29,29072
HUN,C30,756
HUN,C31_C32,2330
HUN,C33,1290
HUN,D35,6085
HUN,E36,1021
HUN,E37-E39,1809
HUN,F,13351
HUN,G45,2809
HUN,G46,12894
HUN,G47,9466
HUN,H49,9111
HUN,H50,98
HUN,H51,1515
HUN,H52,5323
HUN,H53,964
HUN,I,5162
HUN,J58,1072
HUN,J59_J60,1829
HUN,J61,3278
HUN,J62_J63,4263
HUN,K64,6181
HUN,K65,1408
HUN,K66,1004
HUN,L68,13107
HUN,M69_M70,4579
HUN,M71,2339
HUN,M72,1825
HUN,M73,928
HUN,M74_M75,1292
HUN,N,6850
HUN,O84,14362
HUN,P85,7072
HUN,Q,8171
HUN,R_S,6449
HUN,T,16
HUN,U,0
IDN,A01,112493
IDN,A02,7331
IDN,A03,24366
IDN,B,119983
IDN,C10-C12,170838
IDN,C13-C15,34627
IDN,C16,15185
IDN,C17,20003
IDN,C18,1038
IDN,C19,59962
IDN,C20,32289
IDN,C21,12295
IDN,C22,25627
IDN,C23,18460
IDN,C24,21746
IDN,C25,19224
IDN,C26,21788
IDN,C27,13991
IDN,C28,11445
IDN,C29,33551
IDN,C30,2512
IDN,C31_C32,10132
IDN,C33,0
IDN,D35,41270
IDN,E36,805
IDN,E37-E39,0
IDN,F,255325
IDN,G45,36385
IDN,G46,88577
IDN,G47,51999
IDN,H49,39779
IDN,H50,12790
IDN,H51,27768
IDN,H52,11435
IDN,H53,1576
IDN,I,59848
IDN,J58,5568
IDN,J59_J60,5320
IDN,J61,33331
IDN,J62_J63,4428
IDN,K64,37824
IDN,K65,9768
IDN,K66,0
IDN,L68,30046
IDN,M69_M70,11797
IDN,M71,0
IDN,M72,0
IDN,M73,0
IDN,M74_M75,0
IDN,N,11920
IDN,O84,55002
IDN,P85,44541
IDN,Q,20753
IDN,R_S,27604
IDN,T,0
IDN,U,0
IND,A01,369346
IND,A02,28394
IND,A03,17620
IND,B,50832
IND,C10-C12,198660
IND,C13-C15,154448
IND,C16,27563
IND,C17,17158
IND,C18,14450
IND,C19,153328
IND,C20,132229
IND,C21,19903
IND,C22,51253
IND,C23,55001
IND,C24,167537
IND,C25,66252
IND,C26,27826
IND,C27,46034
IND,C28,68700
IND,C29,104029
IND,C30,21616
IND,C31_C32,123103
IND,C33,0
IND,D35,71867
IND,E36,6835
IND,E37-E39,0
IND,F,392813
IND,G45,19705
IND,G46,153099
IND,G47,250000
IND,H49,270915
IND,H50,3920
IND,H51,5016
IND,H52,14746
IND,H53,0
IND,I,87535
IND,J58,0
IND,J59_J60,0
IND,J61,27711
IND,J62_J63,91646
IND,K64,109665
IND,K65,27396
IND,K66,0
IND,L68,140572
IND,M69_M70,8584
IND,M71,40312
IND,M72,0
IND,M73,0
IND,M74_M75,0
IND,N,2227
IND,O84,141014
IND,P85,92532
